change_id,flag,decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
L0265,ok,net-negative pause,D-LC-SP-120 inch linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,campaign,D-LC-SP-120 inch linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0266,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtains blackout 90 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtains blackout 90 inches long),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0267,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(luxury blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(luxury blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0268,ok,net-negative pause,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout beige curtains),campaign,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout beige curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0269,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtain blackout bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtain blackout bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0270,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(living room curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(living room curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0271,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(long blackout curtains for bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(long blackout curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0272,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains with rings),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains with rings),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0273,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(bedroom curtains 2 panel sets blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(bedroom curtains 2 panel sets blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0274,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(flax linen blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(flax linen blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0275,ok,net-negative pause,D-LC-SP-black out drapes 84 inch length 2 panels set-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,campaign,D-LC-SP-black out drapes 84 inch length 2 panels set-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0276,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(sun blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(sun blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0277,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(neutral blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(neutral blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0278,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panels),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panels),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0279,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(farmhouse curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(farmhouse curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0280,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panel bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panel bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0281,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(cottage core blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(cottage core blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0282,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(true blackout curtains no light),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(true blackout curtains no light),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0283,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch blackout curtains 2 panel set),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch blackout curtains 2 panel set),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0284,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain panels),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain panels),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0285,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(2 panel blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(2 panel blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0286,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(light colored blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(light colored blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0287,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout beige curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout beige curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0288,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains for window),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains for window),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0289,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(machine washable blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(machine washable blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0290,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains farmhouse style),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains farmhouse style),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0291,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(farmhouse blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(farmhouse blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0292,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-BEIGE-2-PCS)-(beige blackout curtains 63 inch length),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-BEIGE-2-PCS)-(beige blackout curtains 63 inch length),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0293,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains for bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0294,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(farmhouse blackout curtains for living room),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(farmhouse blackout curtains for living room),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0295,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains two panels),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains two panels),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0296,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(light blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(light blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0297,ok,net-negative pause,D-LC-SP-white blackout curtains 63 inch length-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-IVORY-2-PCS,campaign,D-LC-SP-white blackout curtains 63 inch length-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-IVORY-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0298,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(blackout curtains 108 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(blackout curtains 108 inches long),,daily_budget,,5.00,10.00,daily_budget,campaign,60.00,120.00,2026-09-15,,,"daily budget cap across these 12 campaigns falls from $120 to $60, bounding exposure at the $5.00 floor; delivered spend does not move, because utilisation was 1.5% and the cap was never binding",2026-09-22,"if a FLOOR SKU drops below 5 units a week, restore its campaigns to the prior budget rather than raising bids","18 FLOOR-tier SKUs refund at 25.0-30.0%, an effective $17.21-$17.75 per unit cleared against the $19.69 ceiling — marginal rather than loss-making. Kept live at a bounded budget rather than paused, and not scaled until the colour fix lands. Corrected 8 September: the decided file cut all 73 to $3.00, below the $5.00 floor and with no override stated. The 61 campaigns already at $5.00 are dropped from the plan — their cap already bounds them and a cut that was never reached releases $0.00."
L0299,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(linen blackout curtains 108 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(linen blackout curtains 108 inches long),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0300,ok,refund watch budget cut,DLC - SP - phrase-DO- LINEN-CURTAIN-52x84-G,campaign,DLC - SP - phrase-DO- LINEN-CURTAIN-52x84-G,,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0301,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 60+ inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 60+ inches long),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0302,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(63 inch blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(63 inch blackout curtains),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0303,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x63-LINEN-2-PCS)-(blackout curtains for bedroom 63 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x63-LINEN-2-PCS)-(blackout curtains for bedroom 63 inches long),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0304,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 52x63),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 52x63),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0305,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(52 x 63 blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(52 x 63 blackout curtains),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0306,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(52x63 blackout curtains 2 panels),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(52x63 blackout curtains 2 panels),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0307,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(curtains blackout 63 inch length),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(curtains blackout 63 inch length),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0308,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 63),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 63),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0309,ok,refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 63 inch length 2 panels set),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 63 inch length 2 panels set),,daily_budget,,5.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0310,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 inch blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 inch blackout curtains),,daily_budget,,13.00,10.00,daily_budget,campaign,401.00,435.00,2026-09-15,,,"no change in delivered spend — portfolio budget utilisation was 1.5%, so these caps were never reached; the cap is squared to required budget so the number means something next cycle",2026-09-22,"if any of these campaigns runs out of budget before 6pm on two consecutive days, restore the prior cap and re-read","Budget right-sized to required budget on 12 FUND-tier SKUs (0-16.1% refunds). Utilisation across the portfolio was 1.5%, so budget was never the constraint — this squares the caps, it does not release spend."
L0311,ok,budget right-size,D-LC-SP-black out curtains 72 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,D-LC-SP-black out curtains 72 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,daily_budget,,8.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0312,ok,budget right-size,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(blackout linen curtains 84 inch long),campaign,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(blackout linen curtains 84 inch long),,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0313,ok,budget right-size,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory curtains blackout),campaign,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory curtains blackout),,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0314,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch blackout curtains),,daily_budget,,6.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0315,ok,budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(curtains 108 inch long),campaign,D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(curtains 108 inch long),,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0316,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72 inches long),,daily_budget,,6.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0317,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 inch curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 inch curtains blackout),,daily_budget,,6.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0318,ok,budget right-size,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS)-(light beige blackout curtains),campaign,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS)-(light beige blackout curtains),,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0319,ok,budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory blackout curtains),campaign,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory blackout curtains),,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0320,ok,budget right-size,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(linen curtains 108 inch long),campaign,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(linen curtains 108 inch long),,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0321,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(52 x 72 blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(52 x 72 blackout curtains),,daily_budget,,8.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0322,ok,budget right-size,D-LC-SP-cream blackout curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,D-LC-SP-cream blackout curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0323,ok,budget right-size,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory linen curtains),campaign,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory linen curtains),,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0324,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains for bedroom 72 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains for bedroom 72 inches long),,daily_budget,,6.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0325,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x108-IVORY-2-PCS)-(blackout curtains for bedroom 108 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x108-IVORY-2-PCS)-(blackout curtains for bedroom 108 inches long),,daily_budget,,6.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0326,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 blackout curtains),,daily_budget,,6.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0327,ok,budget right-size,D-LC-SP-ivory black out curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,D-LC-SP-ivory black out curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0328,ok,budget right-size,D-LC-SP-white blackout curtains 72 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-IVORY-2-PCS,campaign,D-LC-SP-white blackout curtains 72 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-IVORY-2-PCS,,daily_budget,,6.00,5.00,daily_budget,campaign,,,2026-09-15,,,,,,
L0329,ok,budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 52x72),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 52x72),,daily_budget,,6.00,10.00,daily_budget,campaign,,,2026-09-15,,,,,,
